# source	target_reldir	key	page	english_ref	subset
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[253] ဒိဋ္ဌိဂတဝိပ္ပယုတ် စိတ် (၄) မျိုး.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[253]	253	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[256]a ဒေါသဇော အုပ်စု ရှုပုံစနစ်.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[256]a	256	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[256]b မောဟ အုပ်စု နာမ်တရားများကို သိမ်းဆည်.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[256]b	256	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[258] ရဇ္ဇန - ဒုဿန - မုယှန သဘော.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[258]	258	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[261]a အက္ခရာ အသံ - တစ်လုံးရှိသော သဒ္ဒါရုံ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[261]a	261	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[261]b အက္ခရာ နှစ်လုံး ရှိသော သဒ္ဒါရုံ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[261]b	261	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[262]a လက်-ခြေ စသည် လှုပ်ပြရာ၌.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[262]a	262	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[262]b ဝစီဝိညတ်သံ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[262]b	262	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[263]a နိယတယောဂီ - အနိယတယောဂီ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[263]a	263	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[263]b နာနာ - ကဒါစိ စေတသိက်များ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[263]b	263	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[265] မှီရာဝတ္ထုရုပ်များ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[265]	265	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[266]a သဒ္ဒါရုံ = အသံလိုင်း.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[266]a	266	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[266]b ဂန္ဓာရုံ = အနံ့လိုင်း.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[266]b	266	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[267]a ရသာရုံ = အရသာလိုင်း.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[267]a	267	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[267]b ဖောဋ္ဌဗ္ဗာရုံ = အတွေ့အထိလိုင်း.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[267]b	267	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[268] နာမ်ကမ္မဋ္ဌာန်း အကျဉ်းသိမ်းဆည်းနည်း.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[268]	268	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[271]a အမှတ် (ဂ) ဓမ္မာရုံလိုင်း ဇယား.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[271]a	271	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[271]b အမှတ် (ဃ) ဓမ္မာရုံလိုင်း ဈာန်ပိုင်းဇ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[271]b	271	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[272] နာမ်ကမ္မဋ္ဌာန်း အကျယ်သိမ်းဆည်းပုံ.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[272]	272	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[273]a နာမ်တရားကို အာရုံယူ၍ ဖြစ်ပေါ်လာကြသော.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[273]a	273	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[273]b နာမ်တရား နာမ်တရားဟု ရှုပါ။.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[273]b	273	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[246]ပဉ္စဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[274] အတန်းဟူသည်.md	[1]无色摄受章/[246]摄受五门不善速行名法的方式	[274]	274	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[275] ရူပါရူပပရိဂ္ဂဟ အခန်/[275]a ရူပါရူပပရိဂ္ဂဟ အခန်း.md	[275]色无色摄受章	[275]a	275	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[275] ရူပါရူပပရိဂ္ဂဟ အခန်/[275]b ရုပ်-နာမ်ကို သိမ်းဆည်းပုံ အပိုင်း.md	[275]色无色摄受章	[275]b	275	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[275] ရူပါရူပပရိဂ္ဂဟ အခန်/[275]c ၃။ ရုပ်-နာမ် ခွဲပါ = သိမ်းဆည်းပါ.md	[275]色无色摄受章	[275]c	275	vol_2/English-First-Edition-markdown/Vol 2, pg 251-278.md	glossary/subsets/Vol 2, pg 251-278.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[279]a နာမရူပဝဝတ္ထာန အခန်း.md	[279]名色分别章	[279]a	279	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[279]b နာမရူပဝဝတ္ထာန အခန်း.md	[279]名色分别章	[279]b	279	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[280] တန်ဖိုးမဖြတ်နိုင်သော ဖြတ်ထုံးတစ်ရပ်.md	[279]名色分别章	[280]	280	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[282]a ဒိဋ္ဌိဝိသုဒ္ဓိ.md	[279]名色分别章	[282]a	282	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[282]b ဓာတ် (၁၈) ပါး ဇယား.md	[279]名色分别章	[282]b	282	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[284] မနောဓာတ်.md	[279]名色分别章	[284]	284	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[284]b ပဉ္စဝိညာဏဓာတ်.md	[279]名色分别章	[284]b	284	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[285]a မနောဝိညာဏဓာတ်.md	[279]名色分别章	[285]a	285	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[285]b အာယတန (၁၂) ပါး.md	[279]名色分别章	[285]b	285	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[286] အာယတန အမည်ရပုံ.md	[279]名色分别章	[286]	286	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[287] မနာယတန - ဓမ္မာယတန.md	[279]名色分别章	[287]	287	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[289] ဓာတ် (၁၈) ပါးနည်းဖြင့် ရုပ်-နာမ် သိ.md	[279]名色分别章	[289]	289	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[291] အာယတန (၁၂) ပါးနည်းအားဖြင့် ရုပ်-နာမ်.md	[279]名色分别章	[291]	291	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[292] တစ်နည်း ဓာတ် - အာယတနတို့ကို သိမ်းဆည်.md	[279]名色分别章	[292]	292	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[296] ခန္ဓသုတ္တန် ကောက်နုတ်ချက်.md	[279]名色分别章	[296]	296	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[297] ခန္ဓာနှင့် ဥပါဒါနက္ခန္ဓာ.md	[279]名色分别章	[297]	297	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[299]a နာမ်-ရုပ်ကို ပိုင်းခြား မှတ်သားပါ.md	[279]名色分别章	[299]a	299	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[299]b  အသေးစိတ် ခွဲ၍ ရှုပုံ - ခန္ဓာ (၅) ပါး.md	[279]名色分别章	[299]b	299	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[300]a ကောင်းသော စနစ်တစ်ခု.md	[279]名色分别章	[300]a	300	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[301] မြင်လျှင် ဘာကို ရှုရမည်နည်း.md	[279]名色分别章	[301]	301	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[302] အဘိဓမ္မာကို ပယ်သူဟူသည်.md	[279]名色分别章	[302]	302	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[303] ဝေသာရဇ္ဇဉာဏ်တော်မြတ် လေးပါး.md	[279]名色分别章	[303]	303	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[305]a ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[305]a	305	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[305]b တန်ဖိုးမဖြတ်နိုင်သော ဆေးတစ်ခွက်.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[305]b	305	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[306] မူလဋီကာ၏ ရှင်းလင်းချက်တစ်ရပ်.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[306]	306	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[308]a ဝါဒနှစ်ရပ်တို့၏ ထူးခြားမှု.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[308]a	308	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[308]b ဝိတဏ္ဍဝါဒီ ဝါဒ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[308]b	308	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[309] ပြန်လည်ချေပချက်.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[309]	309	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[311]a သညာဝိပလ္လာသ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[311]a	311	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[311]b ဝိပလ္လာသတရားသုံးပါး.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[311]b	311	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[311]c အလယ်အလတ်တန်းစား လူတို့၏ အလိုအားဖြင့်.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[311]c	311	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[312] တိပိဋကစူဠာဘယတ္ထေရဝါဒ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[312]	312	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[314] ဝါဒသုံးရပ်တို့၏ ထူးခြားမှု.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[314]	314	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[314]b အရှင်မဟာဗုဒ္ဓဃောသ နှစ်ခြိုက်သောဝါဒ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[314]b	314	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[315]a သိနိုင်ခဲသော အရာ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[315]a	315	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[315]b သညာဝိပလ္လာသကြောင့်သာ မဟုတ်သေး.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[315]b	315	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[305]ဣဋ္ဌာရုံ - အနိဋ္ဌာရုံ အယူအဆ/[316] ဒွါရ၏ အစွမ်းဖြင့် ဣဋ္ဌ-အနိဋ္ဌ ခွဲပုံ.md	[279]名色分别章/[305]可意所缘-不可意所缘的观点	[316]	316	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[318] ဥဿဒ ကိတ္တန ကထာ.md	[279]名色分别章/[318]增盛述说论	[318]	318	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[319] အမှတ် (၁) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[319]	319	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[324] အမှတ် (၂) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[324]	324	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[325]a အမှတ် (၃) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[325]a	325	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[325]b သတိပြုသင့်သော အချက်တစ်ရပ်.md	[279]名色分别章/[318]增盛述说论	[325]b	325	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[326] စတုသစ္စသမ္မာဒိဋ္ဌိ.md	[279]名色分别章/[318]增盛述说论	[326]	326	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[329] အမှတ် (၄) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[329]	329	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[331]a အမှတ် (၅) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[331]a	331	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[331]b အမှတ် (၆) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[331]b	331	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[332]a အမှတ် (၇) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[332]a	332	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[332]b အမှတ် (၈) ပုဂ္ဂိုလ်မျိုး.md	[279]名色分别章/[318]增盛述说论	[332]b	332	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[333]a အခွင့်ကောင်းကြီးတစ်ခု.md	[279]名色分别章/[318]增盛述说论	[333]a	333	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[333]b ကြီးမားသော ဉာဏ်ပညာ.md	[279]名色分别章/[318]增盛述说论	[333]b	333	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
