# source	target_reldir	key	page	english_ref	subset
vol_4/markdown/[209]ဝေဒနာက္ခန္ဓကထာ အခန်း/[218]အဒုက္ခမသုခ=ဥပေက္ခာ ဝေဒနာ.md	[209]受蕴论章	[218]	218	vol_4/English-First-Edition-markdown/vol 4, Page 209-226.md	glossary/subsets/vol 4, Page 209-226.tsv
vol_4/markdown/[221]သညာက္ခန္ဓကထာ အခန်း/[221]သညာက္ခန္ဓကထာ အခန်း.md	[221]想蕴论章	[221]	221	vol_4/English-First-Edition-markdown/vol 4, Page 209-226.md	glossary/subsets/vol 4, Page 209-226.tsv
vol_4/markdown/[221]သညာက္ခန္ဓကထာ အခန်း/[222]ဉာဏသမ္ပယုတ် သညာ.md	[221]想蕴论章	[222]	222	vol_4/English-First-Edition-markdown/vol 4, Page 209-226.md	glossary/subsets/vol 4, Page 209-226.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း.md	[227]行蕴论章	[227]	227	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[229]သမင်္ဂီတာ=၏သမင်္ဂီ(၅)ပါး.md	[227]行蕴论章	[229]	229	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[230]ဒုတိယဗလဉာဏ်တော်.md	[227]行蕴论章	[230]	230	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[233](a)သမ္ပတ္တိ နှင့် ဝိပတ္တိ.md	[227]行蕴论章	[233]	233	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[233](b)(က) အုပ်စု ကံ(၄)မျိုး .md	[227]行蕴论章	[233]	233	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[235](ခ)အုပ်စု ကံ (၄)မျိုး.md	[227]行蕴论章	[235]	235	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[237]ခေတ္တရပ်နား၍ စဥ်းစားကြည့်ပါ.md	[227]行蕴论章	[237]	237	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[238]ဥပမာဆောင်၍ ပြဆိုပုံ.md	[227]行蕴论章	[238]	238	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[239]ဥပမာနနှင့် ဥပမေယျ နှီးနှော၍ ပြဆိုပုံ.md	[227]行蕴论章	[239]	239	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[240](ဂ) အုပ်စု - ကံ (၄)မျိုး.md	[227]行蕴论章	[240]	240	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[242](ဃ) အုပ်စု ကံ (၄) မျိုး.md	[227]行蕴论章	[242]	242	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[243]မဟာသောဏမထေရ် မြတ်ကြီး၏ဝတ္ထု.md	[227]行蕴论章	[243]	243	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[248]ဝတ္တဗ္ဗကနိဂြောဓမထေရ်မြတ်ကြီး၏ ဝတ္ထု.md	[227]行蕴论章	[248]	248	vol_4/English-First-Edition-markdown/vol 4, Page 227-250.md	glossary/subsets/vol 4, Page 227-250.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[253]စူဠသုဓမ္မမထေရ်.md	[227]行蕴论章	[253]	253	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[254]a-တိပိဋကဓရ စူဠနာဂမထေရ်.md	[227]行蕴论章	[254]a	254	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[254]b-အဗ္ဘူတောပမာ = မဖြစ်ဖူးသော ဥပမာ.md	[227]行蕴论章	[254]b	254	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[255]ပဋိသမ္ဘိဒါမဂ်ပါဠိတော်နည်း.md	[227]行蕴论章	[255]	255	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[259]မျိုးစေ့ နှင့် အသီး.md	[227]行蕴论章	[259]	259	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[260]စူဠကမ္မဝိဘင်္ဂသုတ္တန်.md	[227]行蕴论章	[260]	260	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[263]သုဘလုလင်၏ ပြဿနာ (၁၄)ရပ်.md	[227]行蕴论章	[263]	263	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[265]အမှတ်(၁)အဖြေ - အသက်တိုခြင်း.md	[227]行蕴论章	[265]	265	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[269]အမှတ်(၂)အဖြေ - အသက်ရှည်ခြင်း.md	[227]行蕴论章	[269]	269	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[270]အမှတ်(၃)အဖြေ - အနာရောဂါများပြားခြင်း.md	[227]行蕴论章	[270]	270	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[272]အမှတ်(၄)အဖြေ - အနာရောဂါကင်းခြင်း.md	[227]行蕴论章	[272]	272	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[273]အမှတ်(၅)အဖြေ - အရုပ်ဆိုးခြင်း.md	[227]行蕴论章	[273]	273	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[274]a-အမှတ်(၆)အဖြေ - ရုပ်အဆင်း လှပ တင့်တယ်ခြင်း.md	[227]行蕴论章	[274]a	274	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[274]အမှတ်(၇)အဖြေ - အခြံအရံ မရှိခြင်း.md	[227]行蕴论章	[274]	274	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[275]အမှတ်(၈)အဖြေ - အခြံအရံ များခြင်း.md	[227]行蕴论章	[275]	275	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[276]အမှတ်(၉)အဖြေ - စည်းစိမ်ဥစ္စာ နည်းပါးခြင်း.md	[227]行蕴论章	[276]	276	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[277]အမှတ်(၁၀)အဖြေ - စည်းစိမ်ဥစ္စာ ပေါများခြင်း.md	[227]行蕴论章	[277]	277	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[278]အမှတ်(၁၁)အဖြေ - အမျိုးယုတ်ခြင်း.md	[227]行蕴论章	[278]	278	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[279]အမှတ်(၁၂)အဖြေ - အမျိုးမြတ်ခြင်း.md	[227]行蕴论章	[279]	279	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[281]အမှတ်(၁၃)အဖြေ - ပညာမဲ့ခြင်း.md	[227]行蕴论章	[281]	281	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[282]အမှတ်(၁၄)အဖြေ - ပညာဉာဏ် ကြီးမားခြင်း.md	[227]行蕴论章	[282]	282	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[284]ဒေသနာတော်နိဂုံး.md	[227]行蕴论章	[284]	284	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[286]စိတ်နှင့် စေတသိက်အကြောင်း.md	[227]行蕴论章	[286]	286	vol_4/English-First-Edition-markdown/vol 4, Page 251-291.md	glossary/subsets/vol 4, Page 251-291.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[292a]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း.md	[227]行蕴论章/[292]遍一切心心所篇	[292a]	292	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[292b]၁။ဖဿ.md	[227]行蕴论章/[292]遍一切心心所篇	[292b]	292	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[294]ပဥ္စဒွါရိကနှင့် မနောဒွါရိက.md	[227]行蕴论章/[292]遍一切心心所篇	[294]	294	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[298]၂။စေတနာ.md	[227]行蕴论章/[292]遍一切心心所篇	[298]	298	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[303]၃။ဧကဂ္ဂတာ = သမာဓိ.md	[227]行蕴论章/[292]遍一切心心所篇	[303]	303	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[309]၄။ဇီဝိတ.md	[227]行蕴论章/[292]遍一切心心所篇	[309]	309	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[314]၅။မနသိကာရ.md	[227]行蕴论章/[292]遍一切心心所篇	[314]	314	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[292]သဗ္ဗစိတ္တသာဓာရဏ စေတသိက်အပိုင်း/[316]ပြည်ဆရာတော်ဘုရားကြီး၏ မှတ်ချက်.md	[227]行蕴论章/[292]遍一切心心所篇	[316]	316	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[317a]ပကိဏ်း စေတသိက် အပိုင်း.md	[227]行蕴论章/[317]杂心所篇	[317a]	317	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[317b]၁။ ဝိတက္က = ဝိတက်.md	[227]行蕴论章/[317]杂心所篇	[317b]	317	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[318](က)မိလိန္ဒပဉှ ပါဠိတော်.md	[227]行蕴论章/[317]杂心所篇	[318]	318	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[319]ဝိတတ် မယှဥ်သော စိတ်များက အာရုံယူနိုင်ပုံ.md	[227]行蕴论章/[317]杂心所篇	[319]	319	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[322]အပ္ပနာဟူသည်.md	[227]行蕴论章/[317]杂心所篇	[322]	322	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[323]a-၂။ ဝိစာရ.md	[227]行蕴论章/[317]杂心所篇	[323]a	323	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[323]b-ဝိတက်နှင့် ဝိစာရ(အဘိ-ဋ္ဌ-၁-၁၅၈).md	[227]行蕴论章/[317]杂心所篇	[323]b	323	vol_4/English-First-Edition-markdown/Vol 4, Page 292_324.md	glossary/subsets/Vol 4, Page 292_324.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[325]၃။အဓိမောက္ခ.md	[227]行蕴论章/[317]杂心所篇	[325]	325	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[327]၄။ဝီရိယ.md	[227]行蕴论章/[317]杂心所篇	[327]	327	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[331]ကုသိတာရမ္ဘဝတ္ထု သုတ္တန်.md	[227]行蕴论章/[317]杂心所篇	[331]	331	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[337]၅။ပီတိ.md	[227]行蕴论章/[317]杂心所篇	[337]	337	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[338]ဥဗ္ဗေဂါပီတိ.md	[227]行蕴论章/[317]杂心所篇	[338]	338	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[340]ပီတိနှင့် သုခ.md	[227]行蕴论章/[317]杂心所篇	[340]	340	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[317]ပကိဏ်း စေတသိက် အပိုင်း/[342]၆။ ဆန္ဒ.md	[227]行蕴论章/[317]杂心所篇	[342]	342	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[346]a-အကုသိုလ်စေတသိက်(၂၄)လုံး အပိုင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[346]a	346	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[346]b-၁။ မောဟ.md	[227]行蕴论章/[346]不善心所（14）个篇	[346]b	346	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[351]ဟရိတစဇာတ်တော်(၄၃၁).md	[227]行蕴论章/[346]不善心所（14）个篇	[351]	351	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[353]မီးသွေးထမ်းရသူ ပညာရှိကြီး.md	[227]行蕴论章/[346]不善心所（14）个篇	[353]	353	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[356]၂။အဟိရိက.md	[227]行蕴论章/[346]不善心所（14）个篇	[356]	356	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[357]၃။အနောတ္တပ္ပ.md	[227]行蕴论章/[346]不善心所（14）个篇	[357]	357	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[361]၄။ဥဒ္ဒစ္စ.md	[227]行蕴论章/[346]不善心所（14）个篇	[361]	361	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[364]၅။လောဘ.md	[227]行蕴论章/[346]不善心所（14）个篇	[364]	364	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[367]အာဒိတ္တပရိယာယသုတ် ကောက်နုတ်ချက်.md	[227]行蕴论章/[346]不善心所（14）个篇	[367]	367	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[372]အရှင်ကောကာလိက၏ လောဘ.md	[227]行蕴论章/[346]不善心所（14）个篇	[372]	372	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[377]အရှင်ကောကာလိက၏ ရှေးဖြစ်ဟောင်း အောက်မေ့ဖွယ်.md	[227]行蕴论章/[346]不善心所（14）个篇	[377]	377	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[378]သာကီဝင်မင်းသား အရှင်ဥပနန္ဒ၏ လောဘ.md	[227]行蕴论章/[346]不善心所（14）个篇	[378]	378	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[380](ခ)စိဥ္စမာဏဝိကာ = စိဥ္စမာဏ.md	[227]行蕴论章/[346]不善心所（14）个篇	[380]	380	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[382]ထုလ္လနန္ဒာ ဘိက္ခုနီမ၏ လောဘ.md	[227]行蕴论章/[346]不善心所（14）个篇	[382]	382	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[383]ရသတဏှာ၏ စွမ်းအား.md	[227]行蕴论章/[346]不善心所（14）个篇	[383]	383	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[385]ပျားလူးမြက်.md	[227]行蕴论章/[346]不善心所（14）个篇	[385]	385	vol_4/English-First-Edition-markdown/Vol 4, Page 324_385.md	glossary/subsets/Vol 4, Page 324_385.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[387](က)ကုသိုလ်အကူအညီ ရလျှင် အပါယ်မချနိုင်ပုံ.md	[227]行蕴论章/[346]不善心所（14）个篇	[387]	387	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[387](ခ)သုမေဓာ ရှင်ရသေ့.md	[227]行蕴论章/[346]不善心所（14）个篇	[387]	387	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[389]သုမိတ္တာအမျိုးကောင်းသမီး၏ လောဘ.md	[227]行蕴论章/[346]不善心所（14）个篇	[389]	389	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[392]နကုလပိတာ နှင့် နကုလမာတာ.md	[227]行蕴论章/[346]不善心所（14）个篇	[392]	392	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[393]ဥပနိဿယပစ္စည်း၏ စွမ်းအင်.md	[227]行蕴论章/[346]不善心所（14）个篇	[393]	393	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
